author,title,source,time
trpw,Hardly Twerking,showbot,Scraped
Ikcor, Cold Hands McGee was Correct,YouTube,2025-02-10 11:13:24.668495
Matthew Sargent, Ni hao ma. Shay shay. Spring roll.,YouTube,2025-02-10 11:15:01.742328
Ian L (i_am_scifi), The Tijuana Chess Set is a Bad Move,YouTube,2025-02-10 11:16:55.974170
Dr.Calhoun, I curse you!,YouTube,2025-02-10 11:17:37.100093
Ian L (i_am_scifi), I Curse You!,YouTube,2025-02-10 11:17:44.492971
Tim Watson (TRPW), The Curse of Stonehenge,YouTube,2025-02-10 11:17:51.983931
Matthew Sargent," I Don't Believe in Curses, but I Also Don't Want One",YouTube,2025-02-10 11:18:10.609488
Red Fraggle, (v) Curses! Foiled again!,YouTube,2025-02-10 11:18:46.080985
crutlefish, Cursed Rock Show,YouTube,2025-02-10 11:19:10.494112
C Mavros, Mecka-lecka-hi mecka-heinie-ho I curse you,YouTube,2025-02-10 11:19:40.260224
Aahz, Missing Bus Curse!,YouTube,2025-02-10 11:19:42.286566
Brian Dunaway, The Salisbury Curse,YouTube,2025-02-10 11:19:49.717638
Ian L (i_am_scifi), The Haunch of Venison,YouTube,2025-02-10 11:21:37.782802
Dr.Calhoun, a good wrecking,YouTube,2025-02-10 11:22:24.442125
WindMagus, I’m watching a football game with peace and love.,YouTube,2025-02-10 11:22:32.122309
Benjin006, Three Peters,YouTube,2025-02-10 11:23:07.943807
Ian L (i_am_scifi), I Don't Like Three-Peaaaaaaaats,YouTube,2025-02-10 11:23:43.685917
Matthew Sargent," By Morons, for Morons",YouTube,2025-02-10 11:24:08.011538
Ikcor, By Morons for Morons,YouTube,2025-02-10 11:24:15.854501
JayFunktastic, Super Bowl Beef,YouTube,2025-02-10 11:24:18.236642
ZoeBringsBacon, Sentient Celebrity Eyebrows,YouTube,2025-02-10 11:25:21.732556
Tim Watson (TRPW), Commercials aren't trying anymore,YouTube,2025-02-10 11:26:36.667685
Dr.Calhoun," Hey Brian Ibbott, thanks for emailing.",YouTube,2025-02-10 11:27:23.309878
Ian L (i_am_scifi), (v) Bill! Murray!,YouTube,2025-02-10 11:27:53.357908
Dr.Calhoun, the meatball part with awesome sauce,YouTube,2025-02-10 11:28:45.429424
Tim Watson (TRPW), The Meatballs part,YouTube,2025-02-10 11:28:52.908272
LuckyPhil, Awesome Sauce,YouTube,2025-02-10 11:29:06.082722
ZoeBringsBacon, Her Nose Knows,YouTube,2025-02-10 11:29:13.548031
